E,B,Op,DLDuration,DLCpuCore,DlCpuTotal,DLGpu,DCopyDuration,DCopyCpuCore,DCopyCpuTotal,DCopyGpu,FPDuration,FPCpuCore,FPCpuTotal,FPGpu,BPDuration,BPCpuCore,BPCpuTotal,BPGpu
1,38,Backward Pass Time,2.587228,201.31703800000017,1006.5851900000002,176.8909999999999,0.000149,7.742963,38.714815,6.8035,0.028718,7.742963,38.714815,6.8035,0.02726,7.742963,38.714815,6.8035
1,39,Backward Pass Time,2.846773,216.80296400000017,1084.0148200000003,190.49799999999988,0.000149,7.742963,38.714815,6.8035,0.028652,7.742963,38.714815,6.8035,0.02732,7.742963,38.714815,6.8035
1,40,Backward Pass Time,2.822554,216.80296400000017,1084.0148200000003,190.49799999999988,0.000152,7.742963,38.714815,6.8035,0.028616,7.742963,38.714815,6.8035,0.027831,7.742963,38.714815,6.8035
1,41,Backward Pass Time,2.924953,232.28889000000018,1161.44445,204.10499999999985,0.000165,7.742963,38.714815,6.8035,0.028696,7.742963,38.714815,6.8035,0.027386,7.742963,38.714815,6.8035
1,42,Backward Pass Time,3.182669,247.7748160000002,1238.8740799999996,217.71199999999982,0.000149,7.742963,38.714815,6.8035,0.028643,7.742963,38.714815,6.8035,0.027282,7.742963,38.714815,6.8035
1,43,Backward Pass Time,2.805965,216.80296400000017,1084.0148200000003,190.49799999999988,0.000172,7.742963,38.714815,6.8035,0.028765,7.742963,38.714815,6.8035,0.027423,7.742963,38.714815,6.8035
1,44,Backward Pass Time,2.786543,216.80296400000017,1084.0148200000003,190.49799999999988,0.000149,7.742963,38.714815,6.8035,0.028605,7.742963,38.714815,6.8035,0.027817,7.742963,38.714815,6.8035
1,45,Backward Pass Time,2.746335,209.06000100000017,1045.3000050000005,183.6944999999999,0.000151,7.742963,38.714815,6.8035,0.028672,7.742963,38.714815,6.8035,0.027234,7.742963,38.714815,6.8035
1,46,Backward Pass Time,2.779784,209.06000100000017,1045.3000050000005,183.6944999999999,0.000149,7.742963,38.714815,6.8035,0.028579,7.742963,38.714815,6.8035,0.027221,7.742963,38.714815,6.8035
1,47,Backward Pass Time,2.94588,224.54592700000018,1122.7296350000001,197.30149999999986,0.000158,7.742963,38.714815,6.8035,0.028978,7.742963,38.714815,6.8035,0.027448,7.742963,38.714815,6.8035
1,48,Backward Pass Time,2.182087,170.34518600000015,851.7259300000001,149.67699999999996,0.000159,7.742963,38.714815,6.8035,0.028586,7.742963,38.714815,6.8035,0.027273,7.742963,38.714815,6.8035
1,49,Backward Pass Time,2.264107,178.08814900000016,890.4407450000002,156.48049999999995,0.000154,7.742963,38.714815,6.8035,0.028655,7.742963,38.714815,6.8035,0.027273,7.742963,38.714815,6.8035
1,50,Backward Pass Time,2.232996,170.34518600000015,851.7259300000001,149.67699999999996,0.000147,7.742963,38.714815,6.8035,0.028614,7.742963,38.714815,6.8035,0.027227,7.742963,38.714815,6.8035
1,51,Backward Pass Time,2.182553,170.34518600000015,851.7259300000001,149.67699999999996,0.000151,7.742963,38.714815,6.8035,0.028596,7.742963,38.714815,6.8035,0.027248,7.742963,38.714815,6.8035
1,52,Backward Pass Time,2.520145,193.57407500000016,967.8703750000003,170.08749999999992,0.000149,7.742963,38.714815,6.8035,0.028633,7.742963,38.714815,6.8035,0.027251,7.742963,38.714815,6.8035
1,53,Backward Pass Time,2.733563,209.06000100000017,1045.3000050000005,183.6944999999999,0.000151,7.742963,38.714815,6.8035,0.028721,7.742963,38.714815,6.8035,0.027833,7.742963,38.714815,6.8035
1,54,Backward Pass Time,2.680485,201.31703800000017,1006.5851900000002,176.8909999999999,0.000145,7.742963,38.714815,6.8035,0.028569,7.742963,38.714815,6.8035,0.027194,7.742963,38.714815,6.8035
1,55,Backward Pass Time,2.870376,224.54592700000018,1122.7296350000001,197.30149999999986,0.00015,7.742963,38.714815,6.8035,0.028572,7.742963,38.714815,6.8035,0.027281,7.742963,38.714815,6.8035
1,56,Backward Pass Time,2.762879,216.80296400000017,1084.0148200000003,190.49799999999988,0.000155,7.742963,38.714815,6.8035,0.028548,7.742963,38.714815,6.8035,0.027187,7.742963,38.714815,6.8035
1,57,Backward Pass Time,2.773004,216.80296400000017,1084.0148200000003,190.49799999999988,0.000234,7.742963,38.714815,6.8035,0.031807,7.742963,38.714815,6.8035,0.028142,7.742963,38.714815,6.8035
1,58,Backward Pass Time,3.034765,232.28889000000018,1161.44445,204.10499999999985,0.000154,7.742963,38.714815,6.8035,0.028666,7.742963,38.714815,6.8035,0.020147,7.742963,38.714815,6.8035
1,59,Backward Pass Time,2.629627,201.31703800000017,1006.5851900000002,176.8909999999999,0.000149,7.742963,38.714815,6.8035,0.028621,7.742963,38.714815,6.8035,0.018362,7.742963,38.714815,6.8035
